Course ID, Course Code, Course Name, Faculty ID, Faculty Name
011804,GENE21L,Topics for Technical Courses Taken on Exchange by Geological Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as technical electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011805,GENE21M,Topics for Technical Courses Taken on Exchange by Mechanical Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as technical electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011801,GENE21Q,Topics for Technical Courses Taken on Exchange by Computer Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as technical electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011808,GENE21S,Topics for Technical Courses Taken on Exchange by Software Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as technical electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011806,GENE21T,Topics for Technical Courses Taken on Exchange by Mechatronics Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as technical electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011809,GENE22A,Topics for List A Complementary Studies Courses Taken on Exchange by Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as list A complementary studies electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011810,GENE22B,Topics for List B Complementary Studies Courses Taken on Exchange by Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as list B complementary studies electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011811,GENE22C,Topics for List C Complementary Studies Courses Taken on Exchange by Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as list C complementary studies electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
011812,GENE22D,Topics for List D Complementary Studies Courses Taken on Exchange by Engineering Students,"Courses taken at foreign universities by University of Waterloo engineering students while enrolled in an international exchange institution, and reserved for courses without equivalents at the University of Waterloo. These courses are treated as list D complementary studies electives in the student's program. Such courses are reported on the student's transcript with their original titles in English showing as the topic. The grades for these courses will be either CR or NCR.",ENG
014367,GENE101,Strategies and Skills for Academic Success,"The goal for this course is to help students become successful independent learners through learned study skills, a better understanding of their personality type, and an understanding of how personal wellness affects academic success. It takes a modeled approach to teaching learning strategies to students who struggle to meet the demands of a university curriculum. In the lectures, students will be taught various learning strategies that they will be able to apply to successfully meet the demands of their other courses. Students will then apply these modeled strategies in their other courses during a weekly application lab. Students will be expected to demonstrate their understanding of the material through a variety of assignments. The course will include an engineering component.",ENG
009263,GENE119,Problems Seminar,"Students may be assigned to a Problems Seminar by the Director or Associate Director of First-Year Engineering or Software Engineering according to their performance during the term. [Offered: F,W,S]",ENG
005779,GENE121,Digital Computation,"Introduction to electronic digital computers, hardware and software organization, examples of efficient numerical algorithms for basic scientific computations. [Offered: F,W,S]",ENG
005780,GENE123,Electrical Engineering,"Analysis of linear circuits: Voltage, current, resistance, capacitance, inductance, voltage source, current source, dependent sources, Ohm's Law, Kirchoff's Law, nodal analysis, mesh analysis, Thevinin/Norton equivalents, operational amplifier circuits, time response, sinusoidal steady-state response. Introduction to diodes with applications.",ENG
013772,GENE199,Special Topics in First Year Engineering,"Various courses dealing with selected topics related to success in Waterloo Engineering. These courses will be offered as needed.",ENG
013773,GENE299,Special Topics in Second Year Engineering,"Various courses dealing with selected topics of particular interest to second year engineering students. These courses will be offered as resources are available and the material is needed.",ENG
005786,GENE301,Special Directed Studies,"This course is provided to allow enrichment for students in Engineering who have fulfilled the requirements of one or more of the courses in the 3A or 3B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's program.",ENG
005787,GENE302,Special Directed Studies,"This course is provided to allow enrichment for students in Engineering who have fulfilled the requirements of one or more of the courses in the 3A or 3B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's program.",ENG
005788,GENE303,International Studies In Engineering,"Engineering students register for this course for credit towards the Designated Faculty Option in International Studies in Engineering upon return from study or work terms abroad. Credit will be assessed on the basis of a written report and individual interviews. The report may include technical, non-technical, and professional aspects of the foreign residence experience. It may discuss socio-economic aspects of life in the foreign country, and it may compare and contrast conditions in the country or countries involved in the student's international experiences, or trace the social or political histories of those countries. In all cases the report must include materials addressed to the needs of other students considering a similar experience. The instructor for this course is the Option Co-ordinator. Restricted to students who intend to complete the option in International Studies in Engineering. [Offered: F,W,S]",ENG
005789,GENE315,Special Directed Non-Technical Studies,"This course is provided for students who, through academic studies during international exchange programs or other university related scholarly activities, wish to request a course credit for this work. Students wishing to claim this credit must show evidence of university level academic activity not otherwise claimed for credit.",ENG
010162,GENE395,Engineering Study Abroad,"Waterloo students studying abroad for academic transfer credits under an Engineering Exchange Program during a Fall term register at Waterloo under GENE 395. [Offered: F]",ENG
010163,GENE396,Engineering Study Abroad,"Waterloo students studying abroad for academic transfer credits under an Engineering Exchange Program during a Winter term register at Waterloo under GENE 396. [Offered: W]",ENG
010022,GENE397,Engineering Study Abroad,"Waterloo students studying abroad for academic transfer credits under an Engineering Exchange Program during a Spring term register at Waterloo under GENE 397. [Offered: S]",ENG
013774,GENE399,Special Topics in Third Year Engineering,"Various courses dealing with selected topics of particular interest to third year engineering students. These courses will be offered as resources are available and the material is needed.",ENG
005807,GENE401,Special Directed Studies,"This course is provided to allow enrichment for students in Engineering who have fulfilled the requirements of one or more of the courses in the 4A or 4B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's program.",ENG
005809,GENE402,Special Directed Studies,"This course is provided to allow enrichment for students in Engineering who have fulfilled the requirements of one or more of the courses in the 4A or 4B term by means of passing a course or courses taken during one or more work terms. The course comprises a special project pursued under the direction of a faculty member, normally in the department of the student's program.",ENG
014282,GENE403,Interdisciplinary Design Project 1,"This is the first course in a two-course sequence where students from more than one engineering program work together to solve an interdisciplinary engineering problem. In the course they will formulate and communicate an interdisciplinary engineering problem or opportunity; develop a feasible design project proposal and plan; generate feasible solutions that address the formulated problem; evaluate alternatives and identify preferred solution; address safety, regulatory, sustainability and professional ethics requirements, as appropriate; effectively manage design project technical and non-technical risks using project management tools and techniques; deliver a report and/or a presentation that summarizes the work completed; work effectively as an interdisciplinary team member and/or team leader.",ENG
014283,GENE404,Interdisciplinary Design Project 2,"This is the second course in a two-course sequence where students from more than one engineering program work together to solve an interdisciplinary engineering problem. At the end of this course students will be able to re-formulate and re-communicate an engineering problem or opportunity (as appropriate); revise and communicate a feasible design project plan; revise solutions that address the formulated problem (as appropriate); implement and verify design solutions by analysis, test or prototype; communicate design solutions using accepted data formats, working documents and oral presentations; address safety, regulatory, sustainability and professional ethics requirements, as appropriate; effectively manage and communicate design project plans, technical and non-technical risks, using project management tools and techniques; work effectively as an interdisciplinary team member and/or team leader.",ENG
005810,GENE411,Engineering Law and Ethics,"Background (Charter of Rights and Freedoms), Contracts, Torts (Negligent Malpractice), Forms of Carrying on Business, Intellectual Property (Patents, Trade Marks, Copyrights and Industrial Designs), Professional Practice (Professional Engineers Act, Professional Misconduct and Sexual Harassment), Alternate Dispute Resolution, Labour Relations and Employment Law, Environmental Law. [Offered: W]",ENG
005811,GENE412,Ethics and The Engineering Profession,"An analysis from the standpoint of philosophical ethics of moral issues arising in professional engineering practice. Issues include the social responsibility of engineers, conflict of interest and obligation, morally acceptable levels of risk, and moral implications of technology.",ENG
005812,GENE415,Special Directed Non-Technical Studies,"This course is provided for students who, through academic studies during international exchange programs or other university related scholarly activities, wish to request a course credit for this work. Students wishing to claim this credit must show evidence of university level academic activity not otherwise claimed for credit.",ENG
013775,GENE499,Special Topics in Fourth Year Engineering,"Various courses dealing with selected topics of particular interest to fourth year engineering students. These courses will be offered as resources are available and the material is needed.",ENG
005816,GENE501,Directed Studies for Visiting Exchange Students,"An assignment of study or project work under the direction of a Faculty member. The specific project is established on the basis of a written proposal that is agreed to by the supervisors at both the host and home institutions. The academic level and the time commitment shall be specified in the proposal. Registration is restricted to international exchange students at Waterloo under an Exchange Agreement with the Faculty of Engineering. Candidates for degrees at the University of Waterloo are not eligible. A student must arrange with a Waterloo Faculty member to serve as advisor prior to registering for this course.",ENG
005817,GENE502,Directed Studies for Visiting Exchange Students,"An assignment of study or project work under the direction of a Faculty member. The specific project is established on the basis of a written proposal that is agreed to by the supervisors at both the host and home institutions. The academic level and the time commitment shall be specified in the proposal. Registration is restricted to international exchange students at Waterloo under an Exchange Agreement with the Faculty of Engineering. Candidates for degrees at the University of Waterloo are not eligible.",ENG
005818,GENE503,Directed Studies for Visiting Exchange Students,"An assignment of study or project work under the direction of a Faculty member. The specific project is established on the basis of a written proposal that is agreed to by the supervisors at both the host and home institutions. The academic level and the time commitment shall be specified in the proposal. Registration is restricted to international exchange students at Waterloo under an Exchange Agreement with the Faculty of Engineering. Candidates for degrees at the University of Waterloo are not eligible.",ENG
011923,NE100,Introduction to Nanotechnology Engineering,"An introduction to nanotechnology engineering and its various applications. Introduction to basic methods and principles used by engineers. Introduction to the engineering profession, including standards, safety, and intellectual property. Professional development, including résumé skills, interview skills, and preparation for co-op terms. [Offered: F]",ENG
011915,NE101,Nanotechnology Engineering Practice,"Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 1A academic term. [Offered: F]",ENG
011916,NE102,Health Risk Assessment and Nanotechnology Engineering Practice,"Introduction to types of nanomaterials hazards: their identification, toxicity, and characterization; exposure health risk assessment; cancer and noncancer risks. Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 1B academic term, including aspects of cooperative education and professional or career development.",ENG
011924,NE112,Linear Algebra with Numerical Applications,"Matrices, operations on matrices. Determinants. Adjoints and inverses. Solution of linear equations: elimination and iterative methods. Eigenvalues and eigenvectors with engineering applications. Numerical methods. Complex numbers. [Offered: F]",ENG
011925,NE113,Engineering Computation,"Introduction to digital computers, hardware and software organization. Programming fundamentals. Algorithms and control structures. Computer communication. Spreadsheets for problem solving, plotting, fitting data, building new functions, and making iterations and loops. Problem solution, plotting, and creating complex programs in an engineering prototyping programming environment. Elementary numerical methods (e.g., Taylor-series summations, roots of equations, roots of polynomials, systems of linear and nonlinear algebraic equations, integration). Applications in nanotechnology engineering. [Offered: F]",ENG
011926,NE115,Probability and Statistics,"Elementary probability theory. Random variables and distributions. Binomial, Poisson, and normal distributions. Elementary sampling. Statistical estimation. Tests of hypotheses and significance. Regression. Goodness-of-fit tests. [Offered: W]",ENG
011928,NE121,Chemical Principles,"Chemical reactions. Mass and charge balance. Introduction to the first, second, and third laws of thermodynamics. Chemical kinetics. Chemical equilibrium. Applications of chemical equilibrium principles to proton-transfer and electron-transfer reactions. Electronic structure of atoms and molecules. Periodicity and chemical bonding. [Offered: F]",ENG
012237,NE122,Organic Chemistry for Nanotechnology Engineers,"Structure, nomenclature and reactions of important classes of organic compounds. Interconversions of functional groups. Mechanisms of chemical reactions. Introduction to nuclear magnetic resonance, ultraviolet and infrared spectroscopy. [Offered: W] No Special Consent Required.",ENG
012238,NE125,Introduction to Materials Science and Engineering,"Fundamentals of crystalline structure, crystal defects, and noncrystallinity. Structure and properties of metals, ceramics, glasses, amorphous materials, polymers, and composites. Processing and concepts of engineering design of materials. [Offered: W]",ENG
011930,NE131,Physics for Nanotechnology Engineering,"A first course in physics that introduces basic topics in classical mechanics, wave mechanics, and physical optics. [Offered: W]",ENG
011917,NE201,Nanotoxicology and Nanotechnology Engineering Practice,"Nanotoxicology, including inhalation and dermal exposure effects; translocation, cytotoxicity, mutagenicity, and neurotoxicity; carbon nanotubes as cancer hazards. Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 2A academic term, including aspects of cooperative education and professional or career development.",ENG
011918,NE202,Nanomaterials Exposure Assessment and Nanotechnology Engineering Practice,"Nanomaterials exposure assessment, including characterization, nanometrics, external and internal dosages, biomarkers, and occupational exposure assessment. Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 2B academic term, including aspects of cooperative education and professional or career development.",ENG
013158,NE216,Advanced Calculus 1 for Nanotechnology Engineering,"Ordinary differential equations with constant coefficients. Boundary value problems and applications to quantum mechanics. Laplace transforms, Fourier series and applications. Numerical solution of ordinary differential equations. [Offered: F]",ENG
013160,NE217,Advanced Calculus 2 for Nanotechnology Engineering,"Gradient, Divergence and Curl: Applications. Line and Surface Integrals. Green's, Gauss', and Stokes' Theorems: Applications to electromagnetism and fluid mechanics. Numerical solution of partial differential equations. [Offered: S]",ENG
012582,NE220L,Materials Science and Engineering Laboratory,"Labs following the NE 125 Introduction to Materials Science and Engineering course. Lab topics are: Mechanical stress-strain test on metals, polymers and semiconductors; Measurement of heat capacity of materials; Measurement of Tg of polymers; Characterization of macro-, meso- and micro-structures of materials, using optical microscopes; Mechanical stress-strain test on alloys and ceramics. [Offered: F]",ENG
011933,NE224,Biochemistry for Nanotechnology Engineers,"An introduction to the chemistry of amino acids, carbohydrates, lipids and nucleic acids. Structure and properties of proteins and enzymes. [Offered: F]",ENG
012239,NE225,Structure and Properties of Matter: From Nanoscale to Bulk,"Chemical description of electronic structure from atoms to the solid state; basic quantum chemistry, orbitals, band structure and density of states; electrical and optical properties; physical interactions from the atomic level to the solid state; reactions in liquid media, sol-gel processes; crystalline and non-crystalline solids (local defects, mesoscopic order, non-periodic structure); fundamentals of diffraction theory and application to amorphous materials. [Offered: F]",ENG
011934,NE226,Characterization of Materials,"Materials structure analysis. Materials composition and chemical bonding analysis. In-situ analysis and monitoring of fabrication process parameters. Materials properties characterization. [Offered: S]",ENG
014070,NE226L,Laboratory Characterization Methods,"This laboratory course introduces students to six materials characterization techniques employed routinely by nanotechnology engineers in their practices. Specifically, the six techniques are: Fourier-Transform Infrared (FTIR), Raman light-scattering, and ultra-violet and visible (UV-Vis) spectroscopies, ellipsometry, X-ray diffraction (XRD), and scanning electron microscopy (SEM). This course is intended to familiarize students with the instrumentation involved, prior to its application to nanomaterials in a follow--up laboratory course, NE 320L. [Offered: S]",ENG
011935,NE232,Quantum Mechanics,"Historical background; the differential equation approach to quantum mechanics; treatments of solvable problems such as the particle-in-a-box, harmonic oscillator, rigid rotor, and the hydrogen atom; introduction to approximation methods for more complex systems; application to solid state problems, including band theory. [Offered: S]",ENG
011931,NE241,Electromagnetism,"Coulomb's law and electric field, Gauss' law and electric flux, energy and potential, dielectrics, capacitance, Poisson's and Laplace's equations, electric current, metallic conductors, Ohm's law, Kirchhoff's voltage and current laws, resistance, electrical energy dissipation, Ampere's law, magnetic circuits, Faraday's law, inductance, electrical energy storage. [Offered: F]",ENG
011937,NE242,Electronic Devices,"Introduction to semiconductor devices and theory, energy bands, carriers, carrier transport, homojunctions, heterojunctions, charge, pn junctions, biasing, equilibrium, transient behaviour, MOS devices, bipolar devices, disordered semiconductors, thin-film devices, organic semiconductors, solar cells, and sensors. [Offered: S]",ENG
011919,NE301,Environmental Impact, Ecotoxicology, and Nanotechnology Engineering Practice,"Environmental fate and behaviour, bioavailability, consumer exposure, environmental exposure assessment, aquatic toxicology, bioaccumulation and biomagnification. Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 3A academic term, including aspects of co-operative education and professional or career development.",ENG
011920,NE302,Nanomaterials Risks/Benefits and Nanotechnology Engineering Practice,"Detoxification and bioactivation pathways; surface modification; biopersistence; quantum dots and cellular imaging; biomedical applications of nanomaterials. Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 3B academic term, including aspects of co-operative education and professional or career development.",ENG
011963,NE307,Introduction to Nanosystems Design,"Introduction to the engineering design process: problem definition and needs analysis; process synthesis, analysis, optimization and troubleshooting; safety and environmental protection in design; written and oral communication for design reports. Students form four-person design teams and start a team-oriented project based on the knowledge and skills acquired in previous courses and on co-operative work terms, culminating in a design proposal presentation. [Offered: F]",ENG
011938,NE318,Mathematical Methods for Nanotechnology Engineering,"Introduction to Fourier series and their use in boundary value problems. Review of the conservation laws and associated differential equations. Mathematical description of solids and fluids: forces, displacement, stresses, strains and their relations. Analysis of the response of micromechanical systems to electrical, thermal, magnetic, and mechanical forces. Viscoelastic properties of polymeric and biological systems. Fundamentals of transport phenomena: mass, heat, charge, momentum and energy. Molecular transport mechanisms. [Offered: S]",ENG
012874,NE320L,Characterization of Materials Laboratory,"Follow-up labs associated with the NE 226 (Characterization of Materials) course. Lab topics may include: Reflective, transmissive, and polarized light optical microscopy; surface topography, and image analysis by scanning electron microscopy; film thickness determination by ellipsometry; crystal lattice measurements by x-ray diffractometry, infrared and Raman spectroscopy. [Offered: S]",ENG
013323,NE330L,Macromolecular Science Laboratory,"Labs associated with NE 333 (Macromolecular Science 1) course. Lab exercises exploring the kinetics of radical co-polymerization, the analysis of copolymer composition, concepts in the determination and control of polymer molecular weight distribution, and the kinetics and particle size development in emulsion polymerization. [Offered: F]",ENG
011936,NE333,Macromolecular Science 1,"Basic definitions and polymer nomenclature, molecular weight averages and distributions, constitutional and configurational isomerism, rubber elasticity, step-growth and free-radical chain-growth polymerizations, emulsion polymerization. [Offered: S]",ENG
011939,NE334,Statistical Thermodynamics,"Statistical mechanics vs. thermodynamics. Review of statistical concepts. Canonical and grand canonical ensembles. Entropy. General formulation of statistical thermodynamics. Fermi-Dirac, Bose-Einstein and Boltzmann statistics. Quantum ideal gases. Specific heat of solids. Electrons in metals and semiconductors. Radiation: the photon gas. [Offered: S]",ENG
011940,NE335,Macromolecular Science 2,"Introduction to the applications of macromolecules in nanotechnology. Block copolymers and self-assembled polymerization. Micelles and colloids. Dendrimers and molecular brushes. Supramolecular polymers, polymeric blends and macromolecular nanocomposites. Polymer templates. Applications in the manufacturing of nanostructured materials and nanoscale devices. [Offered: F]",ENG
011941,NE336,Micro and Nanosystem Computer-aided Design,"Modeling and simulation. Lumped versus distributed approaches. Review of differential-equation systems, constitutive relations, boundary conditions, and solvers for complex, coupled transport problems pertinent to micro and nanosystems. Coupling strategies. Numerical schemes for nonlinear systems. Basic modeling and simulation of micro and nanosystems, and fluidic systems. Relevant nanotechnology applications: optical, thermal, mechanical, and fluidic microstructures, and nanoscale devices. [Offered: F]",ENG
012875,NE340L,Microfabrication and Thin-film Technology Laboratory,"Labs associated with the NE 343 (Microfabrication and Thin-film Technology) course. Lab topics may include: thin film deposition by PECVD and PVD (sputtering); photolithography; dry and wet etching; and C-V and I-V analysis of MIS structures. [Offered: F]",ENG
011942,NE343,Microfabrication and Thin-film Technology,"Key processes for electronic device fabrication. Single crystal growth. Substrate preparation. Homoepitaxy, heteroepitaxy, and molecular-beam epitaxy. Ion implantation. Oxidation and diffusion. Physical and chemical vapor deposition. Sputtering and evaporation. Etching. Micromachining. Spin coating and printing. Photolithography. Effects of device scaling on chip performance. Process integration. Yield and reliability. [Offered: S]",ENG
011943,NE344,Electronic Circuits and Integration,"Basic circuit theory. Circuit definitions. Nonlinear elements. Opamp circuits. Diode circuits. Transistor terminal characteristics. Circuit biasing and load line. Small-signal equivalent circuits. Single stage small-signal amplifiers. Introduction to digital circuits, the transistor switch, inverter circuits, ring oscillators and delay analysis, static and dynamic characteristics of basic digital circuit operation. Small, medium, and large-scale integration, circuit layout and integration issues. [Offered: S]",ENG
011945,NE352,Surfaces and Interfaces,"Surfaces and interfaces in microelectronics and nanofabrication. Physicochemistry of interfaces. Capillary phenomena and molecular self-assembly. Structure and properties of clean and adsorbate covered surfaces (metals, semiconductors, oxides). Reactions at surfaces and catalysis. Surface electrochemistry, growth and diffusion, nanoscale structure formation/surface patterning, biological interfaces. [Offered: F]",ENG
011946,NE353,Nanoprobing and Lithography,"Theory and application of nanoprobing based on scanning probe microscopy (scanning tunneling microscopy, atomic force microscopy, scanning near-field optical microscopy). Nanolithographic techniques (extreme-UV lithography, X-ray lithography, e-beam lithography, focused ion beam lithography, nano-imprint lithography and soft lithography). [Offered: F]",ENG
011921,NE401,Nanotechnology Engineering Practice,"Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 4A academic term, including aspects of professional or career development. [Offered: F]",ENG
011922,NE402,Nanotechnology Engineering Practice,"Areas of research and professional practice in Nanotechnology Engineering; exposure to concepts from other Engineering disciplines; support material for the 4B academic term, including aspects of professional or career development.. [Offered: W]",ENG
011964,NE408,Nanosystems Design Project,"Design work for the project proposed in NE 307, culminating in a progress report presentation. [Offered: F]",ENG
011965,NE409,Nanosystems Design Project and Symposium,"Completion and presentation of the design project from NE 307 and NE 408. Teams communicate their design in the form of a final report, a poster, and a seminar presentation. [Offered: W]",ENG
011944,NE445,Photonic Materials and Devices,"Review of geometrical and wave optics. Optical measurements and instrumentation. Coherent radiation and lasers. Optical communications and optical networks. Optical detectors. Photonic devices. Displays. [Offered: F]",ENG
012876,NE450L,Nanoprobing and Lithography Laboratory,"Labs associated with the NE 353 (Nanoprobing and Lithography) course. Lab topics may include: Scanning probe microscopic characterization of polymer and bio-polymer surfaces; scanning tunneling characterization of semiconductors and thin films; fluorescence and laser microscopic testing of proteins; micro-contact printing using molecular self-assembly, nano-soft lithography by AFM. [Offered: F]",ENG
014071,NE451,Simulation Methods in Nanotechnology Engineering,"This course provides an introduction to and an overview of computational methods that are currently employed for the simulation of structural and bulk properties of matter, particularly as applied to physical and biological systems at the nanometer scale. Topics to be covered in this course include energy functions and force fields, geometry optimization, normal mode analysis, and reaction--path techniques at the molecular level, and an introduction to the simulation of static and dynamic properties of substances via both Monte Carlo and molecular dynamics (MD) methodologies. [Offered: F]",ENG
014072,NE452,Special Topics in Nanoscale Simulations,"Topics in this theme area may include: an overview of modern computational methods and algorithms in nanoscale materials, such as steered molecular dynamics, ab initio molecular dynamics, multiscale modelling, dissipative particle dynamics, transition path sampling, phase-field modelling, quantum simulations using Feynman path integral techniques, condensed-phase spectroscopy, linking of simulations to experiment, simulations and their practical applications. [Offered: W]",ENG
012877,NE454L,Nanotechnology Engineering Advanced Laboratory 1,"Laboratory exercises associated with the technical elective courses NE 461 (Micro and Nanoinstruments), NE 471 (Physics, Technology, and Applications of Nanoelectronics), NE 481 (Nanoscale Biosystems) and NE 491 (Nanostructured Materials). Lab topics may include: lithography, film deposition, etching, assembly and testing of a micro- or nanoinstrument; measurement of quantum effects in electron gas, optoelectronic characterization of diodes and OLEDs, electrical characterization of thin-film transistors, deposition and patterning techniques; cell biopotential measurements, cell adhesion measurements using optical and atomic force microscopy, protein and peptide surface adhesion and nanopatterning; zeolite, polymer nanocomposite, and semiconductor quantum dot synthesis and characterization. Laboratory exercises are chosen on the basis of technical elective choices. [Offered: F]",ENG
012878,NE455L,Nanotechnology Engineering Advanced Laboratory 2,"Laboratory exercises associated with the technical elective courses NE 469 (Special Topics in Micro and Nanoinstruments), NE 479 (Special Topics in Nanoelectronics), NE 489 (Special Topics in Nanoscale Biosystems) and NE 499 (Special Topics in Nanostructured Materials). Lab topics may include: design, fabrication and testing of a micro- or nanofluidic or electronic device; design, fabrication and testing of organic light emitting diodes or organic thin-film transistors; peptide-mediated drug delivery, biomolecular surface patterning and simple peptide/DNA chips; preparation and characterization of MCM-41, preparation and testing of nylon-clay nanocomposite, characterization of morphology and mechanical properties of high-impact nanostructured polymer blends. Laboratory exercises are chosen on the basis of technical elective choices. [Offered: W]",ENG
012240,NE459,Nanotechnology Engineering Research Project,"A nanotechnology engineering assignment requiring the student to demonstrate initiative and assume responsibility. The student will select a project at the end of the 4A term. Students can propose their own project. A faculty member will provide supervision. A project report is required at the end of the 4B term. [Offered: W]",ENG
011947,NE461,Micro and Nanoinstruments,"Fabrication technology for development of micro and nanosensors, actuators, and modules (e.g., microelectromechanical systems, nanoelectromechanical systems, micro or nanofluidics channels). Integration using examples drawn from chemical analysis micro and nanoinstruments. An overview of current micro and nanoinstruments. [Offered: F]",ENG
012241,NE469,Special Topics in Micro and Nanoinstruments,"Topics in this theme area may include: micro and nanosensors, micro and nanoactuators, micro and nanofluidics, micro and nanoscale fabrication, emerging and unconventional nanofabrication technologies. (Note: Each year, at least one elective course will be offered in this theme area. For a current list of offerings, see the Associate Director for Nanotechnology Engineering.) [Offered: W]",ENG
011951,NE471,Physics, Technology, and Applications of Nanoelectronics,"Transport phenomena. Quantum confinement. Single molecule transistors. Resonant tunnelling devices. Large area and mechanically flexible electronics. Deposition and patterning techniques. [Offered: F]",ENG
012242,NE479,Special Topics in Nanoelectronics,"Topics in this theme area may include: quantum effects in electronic devices, molecular electronics, solid state nanoelectronics, organic electronics, advanced nanofabrication technologies such as vacuum deposition, electron beam patterning and nanolithography. (Note: Each year, at least one elective course will be offered in this theme area. For a current list of offerings, see the Associate Director for Nanotechnology Engineering.) [Offered: W]",ENG
011955,NE481,Introduction to Nanomedicine and Nanobiotechnology,"Overview of biomedical engineering principles, and their utilization in understanding how our bodies interact with nano-and biomaterials: topics related to innate and acquired inflammatory response, cellular and humoral immunity, complement systems and thrombosis, biocompatibility, and toxicity will be covered. Route of administered nanoparticles will be introduced. This course will also study the formulation and manufacturing process for producing nanoparticles in the biotechnology and pharmaceutical industries. [Offered: F]",ENG
012243,NE489,Special Topics in Nanoscale Biosystems,"Topics in this theme area may include: nanoscale biomaterials for medical and drug delivery devices, biointerfaces, biomembranes, nanoscale patterning on biological interfaces, biomicroelectromechanical systems (BioMEMS), biomimetics, biochips, self-assembly of peptides and proteins, bioseparation, biosensors. (Note: Each year, at least one elective course will be offered in this theme area. For a current list of offerings, see the Associate Director for Nanotechnology Engineering.) [Offered: W]",ENG
011959,NE491,Nanostructured Materials,"Application of inorganic nanostructured materials and nanocomposites. Synthesis and processing techniques for inorganic nanomaterials and the devices that use them. Students will be required to provide critical analyses and seminar presentations of patents utilizing nanomaterials.[Offered: F]",ENG
012244,NE499,Special Topics in Nanostructured Materials,"Topics in this theme area may include: membrane nanotechnology, nanoengineered catalysts, nanoengineered polymers, and nanocomposites; manufacturing of nanotubes, nanoparticles, quantum dots, nanowires and other nanomaterials (Note: Each year, at least one elective course will be offered in this theme area. For a current list of offerings, see the Associate Director for Nanotechnology Engineering.) [Offered: W]",ENG
011813,PDENG15,Professional Development - Overview,"Introduces critical analysis, responsibility, leadership, and communication from an engineering employee's perspective. This course is based on a reflective look at work-term experiences from the viewpoint of a professional engineer. Through the study of specific topics such as ethics and the law, health and safety, the design process, management strategies, risk assessment, self assessment, information literacy and intellectual property, students will be further exposed to professional development skills that complement their academic and practical engineering skills.",ENG
